,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
2077,128,DNK,NGDPRPPPPC,Denmark,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",31953.0,31730.72,32928.98,33800.86,35240.73,36659.28,38416.91,38450.54,38414.06,38656.71,39182.94,39644.89,40299.05,40158.25,42167.87,43286.06,44243.99,45477.6,46310.78,47508.3,49137.15,49363.7,49417.48,49469.83,50656.61,51710.88,53574.78,53866.24,53310.08,50367.04,51091.82,51533.52,51467.39,51743.65,52349.88,53268.95,54540.79,55673.46,56463.28,57409.97,56065.51,58021.93,59583.84,60534.33,61439.63,62358.47,63291.04,2019.0
2212,243,DOM,NGDPRPPPPC,Dominican Republic,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6194.06,6314.59,6275.55,6413.9,6341.69,6059.92,6122.87,6580.45,6565.76,6706.2,6216.83,6168.02,6736.66,7101.83,7161.59,7443.12,7761.73,8318.83,8736.93,9117.25,9403.75,9504.66,9800.07,9538.21,9659.02,10439.47,11267.42,11967.65,12211.27,12194.67,13074.43,13341.2,13561.01,14071.39,14912.89,15791.32,16684.41,17301.38,18334.61,19090.48,17652.97,19165.81,20044.74,20869.56,21719.84,22602.34,23515.24,2019.0
2257,248,ECU,NGDPRPPPPC,Ecuador,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",8397.63,8481.71,8346.59,7892.21,8004.93,8139.87,8178.53,7499.4,8075.31,7903.12,7952.79,8170.49,8278.71,8264.42,8442.29,8470.16,8470.36,8698.2,8848.5,8306.91,8274.16,8416.16,8574.25,8658.24,9208.57,9576.1,9823.6,9861.92,10301.95,10173.61,10340.2,10968.06,11396.85,11768.18,12021.48,11847.54,11525.33,11623.72,11603.14,11440.19,10407.31,10550.02,10768.63,10887.6,11015.33,11161.67,11309.97,2020.0
2302,469,EGY,NGDPRPPPPC,Egypt,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",5080.96,5049.2,5273.47,5589.06,5874.27,6133.13,6262.74,6389.95,6511.71,6561.64,6655.62,6657.65,6542.17,6525.59,6666.01,6807.72,6994.14,7247.89,7642.0,7940.52,8184.93,8304.69,8401.97,8491.78,8673.45,8881.87,9292.58,9761.93,10237.96,10479.53,10766.92,10711.91,10684.91,10763.74,10796.83,10990.31,11215.98,11158.25,11521.27,11940.25,12123.99,12282.44,12669.98,13120.48,13599.5,14102.02,14624.09,2020.0
2347,253,SLV,NGDPRPPPPC,El Salvador,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",5817.53,5423.0,5041.45,5088.53,5124.84,5115.55,5073.53,5138.79,5162.7,5131.2,5287.24,5294.02,5588.16,5833.35,6028.6,6239.13,6222.26,6354.49,6465.08,6551.77,6577.07,6591.01,6655.52,6723.69,6750.02,6900.44,7167.76,7269.6,7392.84,7208.15,7328.72,7575.63,7754.69,7892.45,7990.45,8143.22,8309.43,8454.05,8614.01,8795.45,8056.96,8740.51,9005.01,9170.0,9329.34,9472.88,9595.53,2019.0
2392,642,GNQ,NGDPRPPPPC,Equatorial Guinea,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",840.575,840.552,798.301,774.656,727.844,774.124,721.643,726.33,723.094,693.835,690.254,660.344,850.246,908.329,1025.0,1251.18,1840.55,4391.11,5267.62,6395.43,12928.33,19865.69,22813.4,25050.96,31303.0,32419.37,33005.96,36347.34,40889.49,39583.93,34459.66,35113.41,36410.0,33450.83,32231.18,28149.29,24698.8,22449.9,20309.55,18446.49,16967.78,17110.71,15653.01,14959.5,14376.84,13576.88,12916.61,2015.0
2527,734,SWZ,NGDPRPPPPC,Eswatini,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",3959.84,4110.91,4052.55,3913.09,3881.91,3815.06,4343.67,4575.54,4713.54,4956.37,5262.34,5206.98,5252.46,5308.72,5332.54,5478.45,5567.14,5612.99,5704.72,5818.07,5865.55,5872.93,6074.32,6253.06,6421.7,6746.57,7087.98,7337.87,7344.23,7405.19,7630.9,7746.72,8106.54,8360.42,8377.84,8503.04,8537.42,8650.85,8769.2,8878.08,8571.62,8610.59,8661.62,8720.87,8797.74,8889.29,8985.74,2017.0
2572,644,ETH,NGDPRPPPPC,Ethiopia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",863.024,842.7,827.19,864.751,817.929,701.508,745.194,821.762,800.245,770.92,765.065,686.199,604.155,662.211,663.286,682.232,751.849,751.469,700.455,724.709,775.02,808.127,798.888,736.923,802.283,880.479,956.855,1042.66,1141.17,1235.52,1344.97,1474.7,1577.76,1706.65,1852.79,2013.26,2140.08,2321.44,2460.88,2641.01,2756.87,2767.42,,,,,,2016.0
2617,819,FJI,NGDPRPPPPC,Fiji,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",7550.93,7813.62,7531.13,7035.15,7583.18,7184.06,7587.75,7013.95,7248.41,8093.56,8494.02,8198.47,8629.45,8784.0,9159.76,9324.97,9697.29,9396.01,9449.73,10198.53,9954.09,10071.83,10321.49,10331.85,10814.71,10601.05,10729.03,10560.67,10614.95,10416.21,10677.56,10913.84,11015.61,11482.9,12069.63,12557.2,12751.06,13316.59,13748.05,13611.33,11407.73,10891.31,11502.28,12383.56,13106.79,13619.74,14000.48,2017.0
2662,172,FIN,NGDPRPPPPC,Finland,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",25385.35,25625.23,26282.6,26937.69,27642.58,28480.52,29156.18,30102.08,31587.56,33088.83,33025.32,30931.51,29730.87,29382.26,30408.99,31561.74,32603.6,34564.19,36343.97,37845.25,39939.94,40904.53,41492.42,42231.21,43804.05,44876.62,46515.48,48782.07,48946.28,44775.96,45985.68,46947.79,46069.13,45439.77,45069.68,45145.07,46282.74,47621.51,48079.42,48682.99,47220.44,48577.22,49982.19,50736.51,51387.73,52060.14,52748.65,2020.0
2707,132,FRA,NGDPRPPPPC,France,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",28716.6,28872.25,29397.04,29609.35,29971.43,30308.76,30848.73,31505.47,32776.68,34057.32,34898.35,35064.36,35416.31,35058.47,35755.45,36435.69,36824.6,37554.24,38790.76,39927.3,41304.78,41843.45,42014.98,42075.98,42875.76,43285.67,44107.43,44886.79,44692.43,43217.95,43802.26,44565.42,44516.21,44563.47,44765.85,45040.35,45383.95,46369.7,47074.0,47832.71,43920.09,46556.95,48253.72,48995.38,49587.46,50138.1,50686.36,2020.0
2752,646,GAB,NGDPRPPPPC,Gabon,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",19598.51,18409.57,18751.88,18715.31,19209.74,19886.41,19049.7,15769.13,15969.71,18037.11,18557.55,19078.49,17929.29,18195.77,18411.06,18855.41,19062.37,19664.62,19852.22,17635.9,16881.74,16824.04,16444.34,16316.14,16096.44,15580.34,14910.3,15392.75,15086.16,14202.63,14540.64,15001.76,15211.48,15446.71,15566.74,15652.46,15579.43,15302.64,15222.29,15608.06,15122.58,15152.96,15551.37,15856.25,16201.28,16564.39,16955.19,2004.0
2797,648,GMB,NGDPRPPPPC,The Gambia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2642.3,2251.66,2622.08,2862.08,2540.1,2529.34,2487.4,2456.58,2400.23,2405.8,2442.92,2397.7,2344.1,2299.33,2146.82,2151.03,2149.07,2084.99,2153.09,2220.89,2271.43,2327.28,2180.86,2257.37,2341.17,2216.19,2137.82,2137.86,2205.12,2283.18,2346.72,2091.82,2135.75,2131.43,2038.8,2058.66,2036.87,2072.65,2158.07,2225.31,2156.02,2194.9,2258.67,2335.31,2414.55,2480.43,2542.75,2018.0
2887,134,DEU,NGDPRPPPPC,Germany,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",30420.76,30397.04,30179.0,30755.45,31752.84,32529.23,33292.66,33775.76,34825.39,35830.09,37168.15,38530.68,39013.34,38419.38,39243.51,39769.4,40015.88,40708.37,41563.47,42360.05,43571.7,44273.71,44151.73,43857.24,44427.03,44815.22,46617.83,48115.25,48714.44,46100.07,48148.08,50038.55,50157.85,50237.48,51137.33,51450.81,52175.41,53373.76,53791.88,54234.43,51718.75,53213.39,55576.09,56416.99,57170.68,57833.4,58512.56,2020.0
2932,652,GHA,NGDPRPPPPC,Ghana,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2608.54,2451.75,2194.96,2009.27,2055.55,2139.79,2221.56,2316.03,2409.64,2461.15,2490.53,2548.5,2599.88,2659.45,2687.08,2733.52,2794.48,2884.56,2955.11,3013.42,2896.98,2932.6,2993.05,3070.79,3160.88,3278.06,3388.02,3445.48,3671.73,3794.95,3883.72,4320.04,4574.27,4792.25,4817.57,4810.48,4864.58,5148.05,5353.48,5585.9,5497.81,5664.18,5863.87,5983.74,6125.19,6319.6,6479.65,2018.0
2977,174,GRC,NGDPRPPPPC,Greece,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",24122.07,23461.2,23060.42,22664.79,23000.28,23465.67,23516.28,22902.19,23811.38,24612.18,24459.57,24845.6,24790.82,24245.18,24591.16,24997.68,25586.03,26630.3,27502.1,28203.11,29233.04,30270.99,31307.61,33038.2,34632.31,34746.1,36593.67,37684.8,37473.77,35752.97,33699.99,30268.44,28218.53,27651.44,28040.21,28101.52,28156.57,28558.3,29076.49,29662.12,27231.04,29119.08,30586.29,31521.68,32214.4,32838.29,33386.94,2020.0
3022,328,GRD,NGDPRPPPPC,Grenada,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6064.16,6040.48,6118.28,6129.81,6214.02,6488.53,6949.96,7638.34,7965.18,8366.35,8775.84,8888.36,8752.7,8487.76,8547.08,8652.81,8968.2,9356.8,10414.91,11097.83,11613.44,11333.72,11678.76,12738.89,12614.84,14246.63,13641.27,14442.88,14541.85,13537.82,13412.81,13444.64,13207.0,13427.54,14317.05,15142.07,15614.3,16217.5,16837.5,16867.71,14597.7,14904.77,15737.03,16553.51,17224.8,17653.12,18044.6,2019.0
3067,258,GTM,NGDPRPPPPC,Guatemala,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6633.8,6510.96,6124.62,5821.14,5704.67,5528.57,5395.79,5449.8,5522.14,5599.99,5635.36,5670.1,5793.3,5851.56,5917.28,6037.47,6067.66,6176.64,6318.09,6405.89,6417.51,6420.36,6537.27,6551.83,6590.06,6636.93,6849.5,7103.01,7202.24,7090.91,7133.32,7291.73,7362.64,7460.46,7631.78,7783.18,7832.25,7912.49,8012.34,8156.23,7872.15,8139.52,8336.28,8476.44,8598.19,8721.68,8846.95,2020.0
3157,654,GNB,NGDPRPPPPC,Guinea-Bissau,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1761.09,1716.28,1751.58,1657.23,1712.42,1749.31,1696.2,1756.93,1756.28,1771.89,1816.27,1905.68,1921.06,1921.31,1934.72,1968.51,1998.05,2072.29,1572.84,1798.36,1779.82,1825.88,1852.98,1809.0,1791.72,1868.84,1877.82,1884.61,1927.04,1930.28,2023.14,2139.64,2057.72,2078.98,2053.85,2132.91,2197.75,2253.42,2278.96,2330.24,2248.16,2272.36,2311.85,2376.85,2443.65,2513.43,2586.27,2017.0
3202,336,GUY,NGDPRPPPPC,Guyana,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6566.41,6590.0,6008.3,5333.23,5473.24,5527.36,5557.53,5601.22,5313.76,5113.64,5001.05,5317.18,5728.09,6182.38,6678.92,6977.93,7502.11,7922.67,7755.73,7954.9,7826.72,7991.12,8083.58,8037.04,8167.05,8004.84,8398.21,8963.7,9116.44,9381.35,9765.39,10255.49,10743.81,11092.42,11235.19,11268.17,11601.86,11964.64,12426.25,13052.24,18671.3,22414.6,33232.9,43763.2,45191.94,46745.01,48348.92,2019.0
3247,263,HTI,NGDPRPPPPC,Haiti,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",4192.44,4161.48,3973.79,3845.07,3784.63,3745.71,3689.33,3608.2,3585.79,3474.46,3389.49,3369.78,3230.69,3009.67,2604.11,2807.94,2870.2,2893.94,2903.92,2930.19,2905.14,2847.53,2831.71,2884.44,2801.9,2842.06,2845.43,2930.68,2959.38,3082.75,2861.82,2959.86,2927.62,3006.3,3010.72,3040.86,3049.52,3079.71,3085.33,2989.79,2849.17,2790.52,2789.42,2788.32,2787.22,2788.87,2790.52,2003.0
3292,268,HND,NGDPRPPPPC,Honduras,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",4081.36,4054.96,3878.31,3726.91,3771.91,3811.7,3727.42,3837.1,3897.04,3951.04,3843.38,3856.85,3960.3,4090.25,3924.51,3970.11,3996.12,4077.08,4077.55,3935.72,4108.77,4109.77,4154.92,4235.63,4390.47,4546.25,4733.55,4914.32,5011.62,4787.86,4866.98,4956.4,5065.46,5113.46,5177.41,5283.41,5394.33,5557.93,5671.99,5721.95,5119.06,5277.19,5411.68,5506.51,5608.43,5717.74,5840.41,2019.0
3337,532,HKG,NGDPRPPPPC,Hong Kong SAR,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",16948.01,18077.3,18316.23,19091.24,20687.97,20572.58,22588.78,25388.36,27275.84,27629.47,28560.64,29860.55,31332.8,32663.29,33948.32,33918.85,34288.14,35759.67,33315.07,33871.32,36065.5,36166.48,36790.23,37699.39,40777.31,43533.21,46145.94,48887.74,49745.2,48296.5,51157.77,53187.93,53628.4,54985.76,56177.47,57071.92,57777.35,59676.48,60774.21,59480.04,56558.4,59850.85,61598.96,63162.81,64598.8,66010.98,67494.94,2020.0
3382,944,HUN,NGDPRPPPPC,Hungary,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",16156.83,16626.18,17115.73,17277.05,17788.43,17813.12,18153.24,18979.69,19049.04,19267.92,18677.3,16458.84,15953.75,15875.02,16366.6,16804.12,16844.04,17407.2,18123.03,18728.78,19627.02,20470.7,21493.96,22444.68,23585.29,24632.42,25678.76,25769.08,26096.23,24381.88,24697.34,25246.35,25033.16,25558.15,26725.3,27805.17,28475.32,29801.55,31474.99,32952.69,31328.93,33720.28,35450.89,36809.33,37998.89,38998.83,40025.09,2020.0
3427,176,ISL,NGDPRPPPPC,Iceland,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",30139.32,31098.78,31378.16,30265.82,31135.0,31867.51,33642.44,36225.28,35695.11,35168.28,35317.94,34952.29,33270.99,33366.39,34221.22,34015.54,35439.01,37218.28,39590.8,40686.54,42203.99,43229.84,42984.17,43616.61,46680.08,49031.61,51031.37,53946.27,53777.17,49048.04,47919.36,48677.9,49022.77,50891.12,51143.68,52856.27,55608.74,56944.8,57999.18,57989.93,53154.76,54236.59,55592.45,56792.07,57398.96,58811.54,60232.49,2018.0
3472,534,IND,NGDPRPPPPC,India,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1210.46,1253.68,1267.4,1328.59,1348.04,1387.17,1421.51,1445.95,1551.49,1609.43,1663.6,1647.23,1703.08,1749.17,1829.74,1930.93,2037.72,2080.98,2169.4,2310.89,2360.63,2434.89,2487.65,2641.28,2802.95,3015.19,3243.99,3508.59,3592.1,3842.12,4179.5,4399.89,4583.17,4818.51,5116.61,5464.39,5851.43,6183.0,6518.97,6708.12,6172.05,6693.18,7195.37,7597.67,8003.32,8424.5,8861.15,2013.0
3517,536,IDN,NGDPRPPPPC,Indonesia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2852.22,3009.62,3017.58,3083.16,3252.4,3313.92,3483.29,3640.26,3818.83,4085.01,4366.44,4678.69,4902.57,5206.26,5507.48,5862.97,6249.16,6468.16,5554.94,5534.96,5744.18,5869.76,6047.62,6247.62,6469.67,6741.81,7012.67,7352.77,7788.87,8040.42,8432.94,8792.32,9192.04,9570.56,9916.34,10260.61,10655.77,11073.52,11522.78,11976.32,11585.57,11866.41,12451.86,13120.4,13726.48,14326.86,14945.44,2020.0
3562,429,IRN,NGDPRPPPPC,Islamic Republic of Iran,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",11328.64,9969.65,10850.83,11881.54,10304.87,9712.74,8503.04,8545.28,7548.3,7750.35,8931.8,9656.48,9717.46,9697.16,9414.67,9373.41,9812.1,9595.97,9616.6,9486.04,9969.0,9882.84,10731.98,11545.33,11868.46,12062.6,12466.99,13319.36,13186.48,13150.05,13732.19,13909.38,12723.5,12549.6,12871.66,12540.88,14046.99,14402.19,13380.45,12336.98,12622.45,12805.18,12931.34,13058.92,13188.04,13317.88,13449.18,2019.0
3652,178,IRL,NGDPRPPPPC,Ireland,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",20334.15,20588.31,20676.25,20384.84,20889.02,21229.66,21316.04,22055.37,22818.25,24244.89,26141.87,26421.01,27145.02,27620.86,29152.53,31812.54,34467.51,37773.89,40651.74,44426.27,47904.35,49665.45,51695.06,52389.54,54873.81,56638.06,57794.98,59162.66,55620.37,52421.4,53096.46,53468.55,53206.16,53581.2,57789.66,71625.06,72207.74,77779.91,83751.48,86729.41,91009.73,101905.47,104517.91,107606.54,109687.83,111799.54,113912.69,2020.0
3697,436,ISR,NGDPRPPPPC,Israel,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",18780.87,19528.03,19456.95,19544.95,19722.39,20240.57,20638.42,21828.35,22235.76,22169.51,22919.67,22578.29,23357.19,23613.8,24634.05,26295.2,27192.14,27571.62,28036.9,28325.33,30017.34,29345.84,28707.61,28514.52,29392.56,30081.16,31255.91,32587.6,33113.48,32706.3,33936.11,35160.72,35494.11,36502.75,37286.31,37386.7,38293.18,39206.06,39988.5,40710.86,39128.19,41148.34,42064.55,42792.64,43400.67,43989.7,44595.18,2020.0
3742,136,ITA,NGDPRPPPPC,Italy,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",29816.91,29934.72,29957.58,30213.85,31122.96,31925.63,32785.26,33792.77,35145.04,36262.58,36952.02,37450.89,37702.45,37355.84,38116.5,39137.71,39633.66,40336.21,41046.31,41710.15,43278.73,44094.48,44181.17,44093.03,44390.36,44420.04,45025.68,45522.06,44708.94,42049.4,42576.56,42693.06,41312.44,40436.06,40388.24,40736.62,41353.91,42111.53,42599.57,42808.5,39125.49,41424.26,43214.25,43942.49,44411.95,44869.75,45321.33,2019.0
3787,343,JAM,NGDPRPPPPC,Jamaica,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",7957.1,8162.55,8273.22,8447.72,8508.78,8306.22,8808.47,9418.2,8989.17,9393.3,9680.9,9697.7,9892.88,10028.46,10127.3,10288.97,10217.03,9952.43,9736.23,9737.76,9723.52,9762.13,9771.62,10093.55,10190.51,10244.89,10504.48,10618.46,10494.35,10100.81,9920.97,10035.02,9958.6,9968.47,10017.36,10090.25,10233.18,10286.74,10455.17,10544.6,9474.21,9896.48,10150.74,10382.93,10584.1,10762.97,10924.68,2019.0
3832,158,JPN,NGDPRPPPPC,Japan,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",22330.96,23102.06,23700.45,24366.79,25298.5,26457.11,27192.0,28341.81,30137.03,31477.76,32908.17,33898.24,34065.15,33779.34,33980.73,34785.81,35797.5,36062.77,35509.48,35324.26,36230.93,36284.71,36223.56,36712.2,37485.39,38156.34,38681.72,39252.31,38791.51,36623.68,38111.41,38049.96,38657.44,39500.44,39683.85,40348.25,40657.98,41408.95,41722.88,41819.77,40020.07,41120.07,42609.8,43383.83,43947.4,44415.86,44865.88,2015.0
3877,439,JOR,NGDPRPPPPC,Jordan,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",9578.84,10657.52,10784.38,10373.41,10508.02,9970.11,10112.56,10001.34,9818.09,8338.96,8035.75,7808.63,8366.89,8173.68,8182.83,8372.71,8172.02,8316.96,8422.2,8509.96,8719.69,8983.53,9441.46,9612.37,10132.2,10641.67,11156.68,11545.17,11782.47,11773.38,11440.01,11144.06,10818.34,10545.37,10412.35,10264.49,10140.9,10089.53,10075.43,10103.11,9811.08,9902.75,10087.02,10331.64,10606.77,10889.23,11179.21,2018.0
3967,664,KEN,NGDPRPPPPC,Kenya,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",3597.72,3610.49,3659.94,3590.76,3527.28,3553.16,3683.07,3760.68,3854.82,3898.54,3948.98,3878.46,3721.8,3610.27,3597.17,3648.4,3684.15,3603.39,3604.08,3567.83,3483.12,3526.09,3451.92,3453.77,3515.0,3615.21,3727.6,3871.4,3774.66,3796.05,4019.06,4128.62,4221.07,4275.55,4384.28,4506.43,4590.29,4649.98,4795.54,4918.07,4792.51,4948.22,5131.58,5306.12,5475.93,5653.93,5838.71,2019.0
