,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
4549,137,LUX,PPPGDP,Luxembourg,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.703,6.292,6.75,7.147,7.755,8.448,9.479,10.097,11.338,12.937,14.135,15.876,16.533,17.636,18.701,19.367,20.02,21.575,23.234,25.545,28.329,29.701,31.316,32.454,34.529,36.742,39.837,44.332,44.604,42.933,45.563,47.691,48.646,51.94,56.354,59.097,64.4,67.28,71.031,73.963,73.87,80.751,86.164,90.873,95.454,99.965,104.588,2020.0
4639,674,MDG,PPPGDP,Madagascar,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.867,8.755,9.119,9.562,10.081,10.52,10.942,11.345,12.145,13.135,14.053,13.612,14.087,14.724,15.032,15.605,16.233,17.123,17.994,19.105,20.408,22.116,19.674,22.025,23.805,25.719,27.944,30.338,32.996,31.886,32.469,33.667,34.211,35.257,36.702,37.486,39.997,40.515,42.807,45.495,43.227,46.089,49.609,53.383,57.348,61.501,65.833,2018.0
4684,676,MWI,PPPGDP,Malawi,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.298,3.421,3.723,4.012,4.38,4.725,4.81,5.009,5.35,5.635,6.179,6.945,6.583,7.392,6.771,7.869,8.813,9.555,9.765,10.254,10.567,10.365,10.712,11.546,12.499,13.312,14.368,16.173,17.743,19.343,20.922,22.393,22.415,24.722,24.747,24.133,25.1,26.013,27.804,29.844,30.479,32.272,34.155,36.541,39.243,42.501,45.985,2019.0
4729,548,MYS,PPPGDP,Malaysia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",46.347,54.253,61.028,67.382,75.233,76.932,79.385,85.732,97.576,110.589,125.061,141.635,157.735,177.453,197.938,221.953,248.624,271.442,254.298,273.692,304.161,312.623,334.612,360.969,395.799,428.524,466.415,509.194,544.035,539.233,586.796,630.696,677.647,701.7,745.387,750.777,783.874,829.297,890.231,946.385,903.704,969.039,1055.45,1142.16,1230.11,1319.67,1414.37,2020.0
4774,556,MDV,PPPGDP,Maldives,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.243,0.287,0.327,0.355,0.432,0.507,0.561,0.626,0.705,0.801,0.797,0.881,0.959,1.035,1.137,1.246,1.384,1.554,1.726,1.877,2.011,2.127,2.292,2.931,3.191,2.859,3.717,4.111,4.588,4.283,4.65,5.153,5.438,6.14,6.957,7.628,8.279,8.964,9.924,10.808,7.44,9.162,10.658,12.227,13.269,14.293,15.372,2020.0
4819,678,MLI,PPPGDP,Mali,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.84,4.012,3.768,4.042,4.289,4.568,4.944,5.192,5.378,6.187,7.016,7.81,7.863,8.336,8.838,9.294,10.153,10.823,11.265,12.138,12.405,14.635,15.325,17.052,17.783,19.539,21.081,22.408,23.927,25.208,26.892,28.34,28.185,29.823,32.435,35.447,39.327,41.593,44.608,47.569,47.377,51.059,55.266,59.411,63.803,68.448,73.36,2018.0
4864,181,MLT,PPPGDP,Malta,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.845,2.074,2.205,2.351,2.455,2.593,2.746,2.974,3.289,3.661,3.974,4.351,4.81,5.118,5.468,5.966,6.318,6.739,7.046,7.416,7.508,7.587,7.903,8.388,8.625,9.196,9.718,10.457,11.066,11.01,11.76,12.061,12.703,13.757,14.924,16.674,18.122,20.692,22.488,24.203,22.464,24.602,26.797,28.791,30.758,32.587,34.358,2020.0
4999,684,MUS,PPPGDP,Mauritius,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.928,2.235,2.503,2.611,2.834,3.125,3.499,3.95,4.367,4.74,5.271,5.691,6.2,6.67,7.094,7.553,8.121,8.731,9.365,9.745,10.782,11.38,11.745,12.694,13.595,14.225,15.326,16.641,17.874,18.585,19.632,20.857,21.304,22.487,23.312,24.28,26.155,27.082,28.771,30.169,25.983,28.265,30.989,32.996,34.929,36.865,38.871,2020.0
5044,273,MEX,PPPGDP,Mexico,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",404.343,480.331,507.355,508.842,545.189,574.732,568.252,592.337,621.094,671.949,733.175,789.918,836.529,879.797,942.99,902.193,980.94,1066.18,1133.85,1181.49,1267.98,1291.3,1310.9,1356.11,1447.11,1526.93,1644.8,1727.96,1781.24,1697.9,1806.25,1911.32,2012.77,2064.49,2173.23,2230.64,2383.39,2472.59,2587.22,2628.86,2439.47,2685.25,2869.54,3002.58,3132.42,3264.4,3398.7,2020.0
5179,948,MNG,PPPGDP,Mongolia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.955,3.505,4.032,4.433,4.864,5.303,5.92,6.281,6.837,7.402,7.489,7.03,6.524,6.467,6.746,7.327,7.628,8.062,8.425,8.806,9.109,9.746,10.419,11.407,12.817,14.079,15.698,17.534,19.267,18.99,20.623,24.692,28.89,30.402,32.507,32.285,32.833,35.222,38.677,41.4,39.664,43.23,47.751,52.065,56.447,60.845,65.211,2020.0
5269,686,MAR,PPPGDP,Morocco,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",28.99,30.855,35.913,37.111,40.118,44.004,48.616,48.551,55.498,59.039,63.719,70.628,70.722,71.862,81.168,78.391,89.703,89.825,97.412,99.853,104.068,114.202,119.602,129.233,139.068,148.151,164.29,174.689,188.585,197.848,207.866,223.316,226.124,236.67,229.402,247.207,253.685,264.213,279.042,291.441,276.391,302.765,320.834,340.456,360.513,381.377,402.654,2020.0
5314,688,MOZ,PPPGDP,Mozambique,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.436,2.8,2.768,2.424,2.349,2.447,2.439,2.867,3.211,3.554,3.724,4.102,3.938,4.459,4.852,5.066,5.736,6.495,7.22,8.178,8.462,9.699,10.765,11.733,13.001,14.3,16.17,17.891,19.569,20.938,22.568,24.745,25.746,27.733,29.941,34.918,37.951,36.776,38.951,40.565,40.548,43.041,46.569,53.695,56.864,60.161,69.964,2019.0
5494,558,NPL,PPPGDP,Nepal,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.725,7.975,8.788,8.86,10.069,11.026,11.761,12.257,13.666,14.816,16.083,17.686,18.832,20.02,22.128,23.376,25.074,26.848,27.949,29.614,32.137,34.711,35.294,37.411,40.214,42.918,45.73,48.569,52.522,55.255,58.612,61.877,67.618,72.735,79.3,80.943,81.509,98.516,108.558,117.856,116.785,123.175,132.139,143.833,155.097,166.546,178.693,2020.0
5539,138,NLD,PPPGDP,Netherlands,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",164.978,179.659,188.313,199.127,212.748,225.305,237.026,247.382,267.848,290.823,314.312,332.908,345.905,358.579,377.257,395.848,417.182,442.741,468.626,499.144,531.888,556.532,566.43,578.52,605.831,637.618,680.046,724.769,754.712,731.693,750.418,777.881,792.042,827.476,830.319,852.113,890.399,948.182,993.753,1031.31,1003.81,1079.16,1143.9,1195.32,1244.44,1292.06,1340.16,2020.0
5584,196,NZL,PPPGDP,New Zealand,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",28.526,32.15,35.119,36.448,40.354,42.134,43.761,45.936,47.82,49.905,51.784,52.829,54.411,58.613,63.206,67.69,71.735,74.765,75.838,80.412,85.732,89.909,95.622,101.65,109.352,116.343,123.44,131.146,133.417,132.657,136.612,142.016,144.378,157.752,167.201,170.546,185.199,197.299,208.915,217.801,215.899,234.992,249.495,259.651,270.608,282.652,295.511,2020.0
5629,278,NIC,PPPGDP,Nicaragua,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.186,7.134,7.513,8.167,8.33,8.242,8.323,8.468,7.68,7.846,8.129,8.39,8.616,8.785,9.421,10.187,11.032,11.667,12.237,13.282,14.14,14.887,15.233,15.925,17.221,18.522,19.82,21.389,22.548,21.945,23.189,25.166,26.49,27.95,30.356,32.945,35.895,38.335,37.93,37.19,36.894,40.135,42.683,44.66,46.774,49.033,51.425,2020.0
5674,692,NER,PPPGDP,Niger,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.074,4.452,4.829,4.825,4.158,4.62,5.013,5.141,5.688,5.968,6.11,6.289,6.561,6.739,7.01,7.333,7.475,7.72,8.585,8.687,8.776,9.626,10.257,10.688,11.015,12.194,13.316,14.105,15.487,15.893,17.464,18.247,20.574,20.822,21.91,22.907,23.871,25.137,27.592,29.745,31.193,34.049,37.289,42.153,48.044,53.293,57.649,2020.0
5809,142,NOR,PPPGDP,Norway,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",60.566,67.356,71.686,77.452,85.105,92.671,98.359,102.559,105.904,111.2,117.591,125.318,132.755,139.768,149.97,159.478,170.563,182.673,189.577,196.118,206.989,216.044,222.584,229.043,244.527,258.817,273.206,288.991,295.936,292.689,298.286,307.472,327.988,340.138,338.506,313.315,308.491,332.135,343.874,353.008,354.526,378.418,404.649,426.35,443.808,459.598,475.486,2020.0
5854,449,OMN,PPPGDP,Oman,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.166,15.594,18.461,22.244,26.251,31.014,32.317,31.794,34.642,37.074,41.684,45.698,50.709,55.1,58.441,62.549,65.535,70.783,73.515,74.799,81.503,87.075,87.459,86.807,90.288,95.438,103.669,111.211,122.639,130.968,135.135,141.481,155.907,158.88,156.303,133.78,129.565,135.696,140.215,141.546,139.19,147.787,156.301,166.71,175.434,185.222,193.989,2020.0
5899,564,PAK,PPPGDP,Pakistan,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",70.171,81.578,93.168,103.389,111.376,124.903,135.526,146.948,161.921,176.362,191.358,207.972,228.811,239.147,254.926,273.446,296.828,307.088,321.394,339.553,360.816,376.203,393.956,420.716,464.336,521.799,569.196,616.944,660.139,666.766,692.193,732.18,752.629,784.863,827.826,872.097,898.016,950.382,1026.94,1067.02,1074.84,1157.48,1236.37,1322.9,1420.86,1524.99,1635.02,2020.0
