,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
4015,826,KIR,PPPPC,Kiribati,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",915.846,985.341,1009.41,1044.83,1086.84,1039.4,1044.39,1048.41,1155.61,1135.12,1133.4,1156.74,1181.67,1205.1,1234.76,1241.83,1257.6,1282.61,1362.7,1334.72,1422.04,1407.64,1459.45,1490.78,1478.72,1571.78,1584.96,1625.52,1587.46,1576.14,1546.66,1582.81,1666.12,1743.44,1740.36,1915.08,2006.8,2035.86,2134.66,2220.38,2199.19,2280.78,2362.49,2434.26,2499.86,2562.92,2626.32,2017.0
4060,542,KOR,PPPPC,Korea,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2169.38,2507.26,2839.93,3296.93,3730.05,4108.97,4620.32,5284.7,6067.21,6684.64,7545.09,8555.88,9197.23,9961.03,11005.48,12193.25,13269.24,14197.18,13522.58,15177.33,16786.58,17860.12,19427.1,20328.38,21872.12,23480.12,25345.38,27401.18,28550.45,28812.53,30988.28,32546.75,33557.12,34244.31,35324.5,37907.5,39567.02,41001.07,42996.2,44658.79,44750.01,48308.91,51244.28,53922.45,56546.42,59181.54,61832.34,2020.0
4150,443,KWT,PPPPC,Kuwait,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",33597.58,28526.6,26220.5,27415.09,29257.64,27197.79,28448.44,29866.51,26421.75,32922.24,24841.12,23727.49,42490.01,56395.34,50597.0,49036.79,47108.63,46473.96,47384.34,47523.22,51747.08,50913.24,50826.56,57787.24,60784.94,63527.65,66170.68,67440.61,69574.73,64261.2,61769.87,66969.83,72735.93,70727.47,64038.48,43308.02,40844.22,46479.26,46811.37,45849.97,43250.47,44609.37,47036.0,48623.52,50218.08,51813.4,53409.85,2020.0
4240,544,LAO,PPPPC,Lao P.D.R.,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",540.576,669.619,727.755,759.375,815.308,893.198,929.004,916.744,903.201,1002.73,1069.4,1116.78,1187.43,1251.27,1345.84,1434.52,1525.43,1623.06,1680.2,1741.78,1864.29,1965.55,2099.63,2239.37,2427.5,2635.72,2912.52,3172.43,3427.56,3642.42,3917.71,4251.55,4841.65,5289.48,5873.75,6168.46,6843.57,7255.17,7774.38,8156.89,8099.42,8443.8,8920.61,9422.25,10059.16,10763.74,11488.82,2020.0
4330,446,LBN,PPPPC,Lebanon,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6344.87,6968.86,4656.02,5901.08,8780.03,11199.48,10615.59,12664.25,9353.77,5532.89,4833.78,6625.71,6725.8,6981.33,7347.15,7705.19,7977.1,8824.79,9184.07,9105.24,9181.19,9391.91,9411.68,9302.03,9861.37,9959.8,10292.56,11536.66,12831.04,14092.02,14963.25,14669.38,14819.53,14976.82,15029.25,15105.87,15535.43,16043.03,16059.24,15164.0,11561.1,,,,,,,2019.0
4375,666,LSO,PPPPC,Lesotho,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",484.743,532.855,582.224,607.379,668.82,696.398,721.294,721.157,783.128,834.681,886.022,946.466,989.195,1026.72,1073.08,1071.67,1154.24,1214.1,1244.05,1280.65,1372.84,1448.64,1493.26,1583.51,1663.72,1767.93,1901.53,2036.68,2139.34,2146.36,2267.63,2415.58,2454.06,2748.73,2992.19,3210.95,3101.37,2752.74,2771.19,2758.61,2623.52,2761.02,2848.48,2927.44,3012.77,3049.29,3135.87,2016.0
4465,672,LBY,PPPPC,Libya,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",36260.86,30339.86,31230.38,29677.31,27026.18,28205.86,24552.42,20580.27,20316.14,21648.8,24724.75,28884.52,28097.06,27073.53,27641.28,24201.88,24823.54,24690.16,24427.02,24494.64,25520.51,25245.28,25012.45,28400.59,29966.44,34080.04,36757.77,39524.52,32421.87,31229.73,32171.3,11167.41,23665.8,15877.89,8573.42,7671.71,7996.69,10708.89,12797.29,14598.22,5892.36,13489.25,14444.16,15450.66,15825.39,16780.65,17719.96,2014.0
4555,137,LUX,PPPPC,Luxembourg,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",15658.59,17224.76,18464.03,19549.05,21195.18,23044.84,25736.43,27237.51,30322.77,34260.36,37011.84,41012.92,42133.92,44312.04,46313.03,47736.73,48640.06,51750.03,55043.57,59768.95,65335.06,67656.02,70523.26,72394.24,75895.13,79660.89,84924.78,93097.09,92194.62,86997.03,90750.62,93174.76,92685.87,96715.55,102520.81,104975.41,111756.58,113905.61,117990.1,120481.31,117983.51,126568.69,132534.76,137171.22,141399.2,145321.47,149206.22,2020.0
4645,674,MDG,PPPPC,Madagascar,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1013.8,974.552,988.996,1010.49,1037.75,1054.0,1066.05,1073.95,1116.49,1172.23,1211.64,1139.8,1145.17,1161.6,1150.41,1158.02,1167.6,1193.39,1215.06,1250.09,1294.37,1360.06,1173.49,1274.66,1337.14,1402.61,1480.08,1561.13,1650.08,1550.18,1535.06,1548.33,1530.94,1535.5,1555.83,1546.84,1607.58,1586.4,1613.02,1652.05,1514.66,1629.94,1711.68,1797.59,1868.21,1974.59,2065.01,2010.0
4690,676,MWI,PPPPC,Malawi,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",502.456,506.867,537.801,563.764,594.523,613.627,591.395,579.267,582.517,582.903,615.488,675.92,632.959,706.583,642.876,737.803,810.265,857.16,852.267,870.876,875.467,839.713,835.994,881.514,933.832,974.953,1023.2,1120.06,1195.09,1266.45,1331.43,1385.17,1347.72,1444.81,1405.8,1332.54,1347.14,1357.06,1409.9,1470.94,1460.2,1502.82,1545.98,1607.69,1678.22,1766.68,1857.97,2016.0
4735,548,MYS,PPPPC,Malaysia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3337.81,3813.0,4182.35,4505.6,4908.03,4862.04,4883.19,5139.62,5708.05,6316.42,6846.15,7636.47,8272.48,9053.02,9827.28,10731.81,11715.05,12469.05,11386.39,11946.65,12945.83,12959.34,13532.22,14256.27,15278.81,16184.81,17383.12,18789.43,19711.42,19202.1,20525.54,21701.74,22963.3,23224.57,24273.0,24074.09,24779.86,25897.24,27491.29,29098.95,27435.9,29048.36,31243.07,33393.32,35533.39,37679.5,39933.12,2020.0
4780,556,MDV,PPPPC,Maldives,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1599.39,1817.49,2010.63,2104.61,2472.27,2791.4,2978.45,3238.53,3552.78,3932.93,3767.91,3976.4,4211.32,4423.42,4730.73,5089.64,5533.17,6084.94,6618.08,7052.76,7444.43,7707.28,8169.32,10280.49,11022.48,9732.16,12431.13,13485.72,14819.28,13607.72,14528.18,15834.73,16435.79,18250.01,20337.74,21931.34,23409.63,24928.29,27143.0,29070.91,19681.53,23838.03,27271.24,30769.53,32840.3,34791.45,36801.13,2014.0
4825,678,MLI,PPPPC,Mali,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",541.564,565.873,520.777,547.003,568.416,593.626,631.299,652.866,667.08,757.095,845.578,924.27,910.564,941.911,972.578,995.594,1059.19,1100.21,1116.02,1171.53,1165.57,1336.97,1359.6,1467.89,1484.08,1579.7,1650.15,1697.11,1752.74,1786.05,1844.23,1883.12,1816.69,1866.33,1971.76,2093.23,2255.12,2315.16,2409.62,2493.45,2410.04,2521.61,2649.61,2765.11,2883.02,3002.73,3124.29,2017.0
4870,181,MLT,PPPPC,Malta,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5853.05,6522.55,6891.16,7083.24,7457.6,7811.41,8055.32,8663.39,9514.97,10488.25,11276.86,12023.64,13150.43,13853.27,14653.6,15849.38,16697.55,17668.45,18341.74,19191.56,19313.76,19384.47,20026.54,21111.77,21569.32,22838.45,23995.23,25781.08,27132.63,26793.63,28404.54,29062.6,30423.68,32560.23,34754.61,37922.11,40234.24,44953.77,47273.23,49037.75,43655.85,47152.07,50850.16,54253.46,57672.1,60798.03,63783.17,2020.0
5005,684,MUS,PPPPC,Mauritius,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1995.79,2279.08,2521.92,2606.65,2800.25,3062.3,3402.19,3812.04,4185.56,4509.25,4978.61,5317.57,5717.24,6077.69,6374.39,6728.98,7161.47,7603.48,8070.63,8291.96,9084.78,9512.59,9750.1,10461.52,11134.17,11581.36,12419.53,13424.38,14366.82,14898.6,15700.25,16653.24,16963.51,17866.31,18484.03,19225.92,20700.78,21415.34,22733.73,23816.62,20506.03,22311.37,24465.99,26052.68,27581.88,29113.93,30700.97,2018.0
5050,273,MEX,PPPPC,Mexico,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5984.85,6934.41,7148.56,7001.93,7331.85,7559.22,7314.37,7465.85,7670.61,8137.04,8710.69,9212.01,9580.88,9901.96,10435.61,9823.11,10514.41,11256.01,11796.59,12120.01,12835.67,12899.4,12916.06,13180.13,13878.14,14450.1,15349.7,15890.05,16133.6,15146.91,15879.32,16567.23,17212.61,17428.64,18119.83,18382.24,19422.13,19933.5,20643.64,20768.71,19089.34,20820.36,22053.32,22880.27,23675.17,24479.52,25294.93,2020.0
5275,686,MAR,PPPPC,Morocco,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1491.88,1547.53,1755.36,1771.89,1871.1,2004.69,2163.67,2110.73,2358.83,2452.33,2636.63,2867.09,2818.18,2812.71,3122.34,2971.15,3352.0,3309.71,3539.8,3578.95,3679.53,3983.89,4116.98,4390.02,4662.65,4903.21,5367.9,5635.5,6007.61,6224.38,6459.08,6854.59,6856.81,7090.59,6793.07,7244.17,7355.97,7581.0,7922.83,8189.54,7687.79,8337.66,8749.22,9196.05,9647.12,10112.88,10582.24,2018.0
